english,hinglish,hinglish_dev,pred_hinglish_dev,pred_hinglish
"you stole my sleep at nights , you did this through your conversations , you have changed the topic http://www.youtube.com/watch?v=mk1Eemh2jfM","Neend chura ke raaton mein , tumne baton baaton mein , dekho baat badal di hai http://www.youtube.com/watch?v=mk1Eemh2jfM","नींद चुरा के रातों में , तुमने बातों बातों में , देखो बात बदल दी है एचटीटीपी://डब्ल्यूडब्ल्यूडब्ल्यूडब्ल्यूडब्यूडब्ल्यूडब्यूडब्यूडब्यूडब्ल्यूडब्ल्यूडब्यूडब्ल्ल्यूडब्यूडब्ल्यूडब्यूडब्ल्यूडब्ल्यूडब्ल्यूडब्ल्ल्यूडब्यूडब्यूडब्ल्यूडब्यूडब्यूडब्यूडब्ल्यूडब्ल्यूडब्यूडब्यूडब्यूडब्यूडब्ल.यूट्यूब.कॉम/वॉच?व=मक१ईंह२जेएफएम","रातों में मेरी नींद चुराई, अपनी बातचीत से किया ये, टॉपिक बदल दिया है http://www.youtube.com/watch?v=mk1Eemh2jfM","raaton main merry neend churai, apni baatcheet say kiya yeye, topic badal diya hai http://www.youtube.com/watch?v=mk1eemh2jfm"
"@AdvancedMaushi you are a playboy, we know everything.",@AdvancedMaushi saale tum playboy ho.. Sab pata hai humko,@एडवांस्डमौशी साले तुम प्लेबॉय हो.. सब पता है हमको,"@AdvancedMaushi आप प्लेबॉय हैं, हम सब कुछ जानते हैं।","@advancedmaushi aap playboy hain, humm sub kuchha jaanate hain."
@ndtv @OfficeOfRG @narendramodi did he kept his own promise to village #RahulgramTaparian ? No moral right but just want to play dirty polit,@ndtv @OfficeOfRG @narendramodi did he kept his own promise to village #RahulgramTaparian ? No moral right but just want to play dirty polit,@एनडीटीवी @आफीसॉफ़र्ग @नरेंद्रमोदी डिड हे केप्ट हिस ओवन प्रॉमिस तो विलेज #राहुलग्रामतापरियन ? नो मोरल राइट बट जस्ट वांट तो प्ले डर्टी पोलित,@ndtv @OfficeOfRG @narendramodi क्या उसने गाँव का अपना वादा निभाया #RahulgramTaparian? नो मोरल राइट बट जस्ट वांट टू प्ले डर्टी पोलित,@ndtv @officeofrg @narendramodi kya usane gaon kaa apna vaadaa nibhaaya #rahulgramtaparian? now moral right butt just want too play dirty polit
 perhaps betrayal by media may be part of his rift with media .,fran says paterno was very congenial to the media in his early years .age &amp,फ्रान सेस पेटर्नो वास वेरी कंजेनियल तो थे मीडिया इन हिस अर्ली यर्स .आगे &एएमपी,शायद मीडिया द्वारा किया गया विश्वासघात मीडिया के साथ उनके मतभेद का हिस्सा हो सकता है।,shayed media dwara kiya gaya vishvaasghaat media key saath unake matbhed kaa hissa how sakta hai.
"tell me which one of you are going to give Jack Daniel's, then drink as you wish. i will also drink it for free","Ye batao tum dono mein se JD pila kaun raha hai, phir jisse chahiye waise piye. Main bhi piyunga free mein.","ये बताओ तुम डोनो में से जड़ पीला कौन रहा है, फिर जिस्से चाहिए वैसे पिये. मैं भी पियूंगा फ्री में।","मुझे बताइए आप में से कौन जैक डेनियल दे रहा है, फिर जैसा चाहे पी लो. मैं भी फ्री में पी लूंगा।","mujhe bataaie aap main say coun jack denial dei rahaa hai, fir jaisa chaahe pie low. main bhi free main pie loonga."
@ Asho 048 @Sagarcom Today I did it first time next time you do it brother. This is the work of all times.,@ashu048 @sagarcasm aaj maine pehle kar diya agli bar tu kar lena bhai. Har bar ka kaam hai ye to.,@आशु०४८ @सागरकस्म आज मैने पहले कर दिया अगली बार टू कर लेना भाई. हर बार का काम है ये तो।,@आशो 048 @Sagarcom आज पहली बार किया भाई..........................................................................................................................................................................................,@aasho 048 @sagarcom aaj pahali baar kiya bhaai..........................................................................................................................................................................................
"RT @TheRajKundra : Australians don't know, no matter the target, we indians always finish in March.","RT @TheRajKundra : Australia walon ko pata nahin hai , kitna bhi target ho , hum India wale March mahine mein pura kar hi dete hain ...","आरटी @थेराजकुंदरा : ऑस्ट्रेलिया वालों को पता नहीं है , कितना भी टारगेट हो , हम इंडिया वाले मार्च महीने में पूरा कर ही देते हैं ...","आरटी @TheRajKundra: ऑस्ट्रेलियाई नहीं जानते, कोई फर्क नहीं पड़ता लक्ष्य, हम भारतीय हमेशा मार्च में खत्म करते हैं।","rt @therajkundra: australiyai nahin jaanate, koi fark nahin padata lakshya, humm bhaaratiya hamesha march main khatm karate hain."
"enough, you were standing beside treason accused people in #JNU and used to say that the courts will decide, what happened now!",Basss ... tum toh desdroh ke aaropiyo ke saath khade the #JNU me aur bolte the ki court decide karega .. ab kya hua #doublestandards,बास ... तुम तोह देशद्रोह के आरोपियो के साथ खड़े थे #जेएनयू मे और बोलते थे की कोर्ट डिसाइड करेगा .. अब क्या हुआ #डबलस्टैंडर्ड्स,"काफी, आप #JNU में राजद्रोह के आरोपी लोगों के बगल में खड़े थे और कहते थे कि अदालतें तय करेंगी, अब क्या हुआ!","kaafee, aap #jnu main rajdroh key aaropi logon key bagel main khade they our kahate they kii adaalaten taya karengi, ab kya hua!"
"@bhak_sala sir, have a look at direct messages sometimes",@bhak_sala miya kabhi dm bhi dekho,@भक_साला मिया कभी डीएम भी देखो,"@bhak_sala सिर, कभी कभी डायरेक्ट मैसेज देखें","@bhak_sala sir, kabhi kabhi direct message dekhein"
"yes, actually it is 4:06",yes actully its 4.06 ..,येस एक्टुली आईटीएस ४.०६ ..,"हाँ, वास्तव में यह 4:06 है","haan, vaastav main yeah 4:06 hai"
"@lady_naarad this is the marvel of vicco turmeric, magic of navratna oil, and promise of vasemol.",@lady_naarad Ye hain Vicco Turmeric ka kamaal. Navratna tel ka jadoo aur vasmol ka vaada.,@लेडी_नारद ये हैं विको टर्मरिक का कमाल. नवरत्न टेल का जादू और वासमोल का वादा।,"@lady_naarad ये है विक्को हल्दी का चमत्कार, नवरत्न तेल का जादू, और वासेमोल का वादा।","@lady_naarad yeye hai vikko haldi kaa chamatkar, navratna tell kaa jaadu, our vasemol kaa vaadaa."
"just after hookah got banned in delhi, the whole of delhi has become like a hookah.  #smogindelhi #dheentDelhi","Delhi me hookah kya ban ""kiya poora delhi hi hookah ban gaya. #smogindelhi #dheentDelhi","डेल्ही मे हूकाह क्या बन ""किया पूरा डेल्ही ही हूकाह बन गया. #स्मोगिंदेलही #धींतदिल्ली",दिल्ली में हुक्का बैन होने के बाद पूरी दिल्ली हुक्के जैसी हो गई है. #smogindelhi #dheentDelhi,dilli main hukka baine honey key baad poori dilli hukke jaisi how gayee hai. #smogindelhi #dheentdelhi
Dad had given me a special seat behind Stepney,mere liye toh papa ne stepny ke pichey special seat lagwayi thi :(,मेरे लिए तोह पापा ने स्टेपनी के पीछे स्पेशल सीट लगवाई थी :(,पापा ने मुझे स्टेपनी के पीछे एक स्पेशल सीट दी थी।,papa nay mujhe stepney key peechhe ack special seat dee thee.
@yadavakhilesh they beat me violently. sir please take right action.,@yadavakhilesh bahut mara sir please uchit krwahi ki jaye,@यादवअखिलेश बहुत मारा सिर प्लीज उचित करवाही की जाए,@yadavakhilesh उन्होंने मुझे वायलेंटली पीटा. सर कृपया सही एक्शन लें।,@yadavakhilesh unhone mujhe violently pita. ser kripaya sahi action lain.
Where did you learn this language?,Ye bhasha kahan se sikha hai?,ये भाषा कहन से सिखा है?,यह भाषा कहाँ से सीखी?,yeah bhasha kahaan say seekhi?
@WatDaDuck_ brother i am seeing you after a long time. i was desperate to meet you.,@WatDaDuck_ Bhai bade din baad dikhe ho.. Aapke darshan ko taras gaye the hum,@वाटडाडक_ भाई बड़े दिन बाद दिखे हो.. आपके दर्शन को तरस गये थे हम,@WatDaDuck_ भाई बहुत दिनों बाद देख रहा हूँ.............................................................................................................................................................................................,@watdaduck_ bhaai bahut dino baad dekh rahaa hoon.............................................................................................................................................................................................
Shoaib Malik is first son-in-law who is working this much in in-laws. #IndvsPak,Shoaib Malik pehle aise damaad hain jo sasural me itna kaam kar rahe hain. #IndvsPak,शोएब मालिक पहले एआईएसई दमाद हैं जो ससुराल मे इतना काम कर रहे हैं. #इंडवस्पैक,शोएब मलिक पहले दामाद हैं जो ससुराल में इतना काम कर रहे हैं. #IndvsPak,shoeb malik pehle damaad hain zoo sasural main itna kaam cur rahe hain. #indvspak
"there is a hindi saying, smart crow eats shit.pic.twitter.com/gjJaLC3MnK","There's a hindi saying, shaana kauva gu khaata hai.pic.twitter.com/gjJaLC3MnK","थेरे'एस आ हिंदी सेइंग, शाना कौवा गु खाता है.पिक.ट्विटर.कॉम/गज्जाल्क३मंक","एक हिंदी कहावत है, स्मार्ट कौवा खाता है shit.pic.twitter.com/gjJaLC3MnK","ack hindi kahawat hai, smart kauva khaata hai shit.pic.twitter.com/gjjalc3mnk"
All three neighbours are back to their homes.. Hahahahaa,Teeno Padosiyon ki ghar wapsi ho gayee.. Hahahahaa,तीनों पड़ोसियों की घर वापसी हो गयी.. हहहहा,तीन पड़ोसी अपने घर वापस आ गए हैं.. हाहाहा,teen padosi apane ghar vaapas aa gaye hain.. hahaha
"modi has ensured that by #demonetization and #GST unthinkable rates, the poor will die #garib not remaining, then there will be no #garibi","Modi ne to ensure ker diya #demonetization aur #GST ke unthinkable rates se ki garib mer hi ""jai na rahe #garib aur na rahegi #garibi","मोदी ने तो इंश्योर केर दिया #डिमोनेटाइजेशन और #जीएसटी के अनथिंकेबल रेट्स से की गरीब मेर ही ""जाई ना रहे #गरीब और ना रहेगी #गरीबी","मोदी ने सुनिश्चत किया है कि #demonetization और #GST अनथिंकेबल रेट्स से गरीब मर जाएगा #garib नहीं बचेगा, फिर कोई #garib i नहीं होगा","modi nay sunishchat kiya hai kii #demonetization our #gst unthinkable rates say garib mer jayega #garib nahin bachega, fir koi #garib i nahin hoga"
".@ArvindKejriwal one excuse for doing, while thousands for not doing",.@ArvindKejriwal kaam karne ka ek bahana.. Na karne ke hazaar,.@अरविंदकेजरीवाल काम करने का एक बहाना.. ना करने के हजार,........................................................................................................................................................................................................,........................................................................................................................................................................................................
@Integrated_me she will vomit. After some months.,@Integrated_me ulti to wo karegi.. kuch mahine baad,@इंटीग्रेटेड_मे उल्टी तो वो करेगी.. कुच महीने बाद,@Integrated_me वह उल्टी करेगी. कुछ महीनों के बाद।,@integrated_me wah ulti karegi. kuchha maheenon key baad.
@narendramodi instead of gujarat's development if we talk about india's development then it will be better. india needs result of demonitesation and #GST.,@narendramodi Ji Gujarat ke Vikas ki jagah India ke vikas ki bat ki jaye to kahi behatar hoga. India ko notebandhi aur #GST ke result chahiye.,@नरेंद्रमोदी जी गुजरात के विकास की जगह इंडिया के विकास की बात की जाए तो कही बेहतर होगा. इंडिया को नोटबंधी और #जीएसटी के रिजल्ट चाहिए।,@narendramodi गुजरात के विकास के बजाय अगर हम भारत के विकास के बारे में बात करते हैं तो यह बेहतर होगा. भारत को डिमोनाइटेशन और #GST का परिणाम चाहिए।,@narendramodi gujarat key vikas key bajaay agar humm bharat key vikas key baare main baat karate hain too yeah behtar hoga. bharat coo demonitation our #gst kaa parinam chaahiye.
last night mahashivratri rudrabhishek ..... burn sringaar ...,: LAST NIGHT MAHASHIVRATRI RUDRABHISHEK ..... Bhasm sringaar ...,: लास्ट नाइट महाशिवरात्रि रुद्राभिषेक ..... भस्म श्रृंगार ...,कल रात महाशिवरात्रि रुद्राभिषेक..................................................................................................................................................................................................,call raat mahashivaratri rudrabhishek..................................................................................................................................................................................................
@BhaiyyajiClub the girl has very strong acting skills .. i have become a fan.,@BhaiyyajiClub bohot zordaar acting hai bachchi ne.. Mein to fan ho gaya hu,@भैय्याजीक्लब बोहोत जोरदार एक्टिंग है बच्ची ने.. में तो फैन हो गया हू,@BhaiyyajiClub लड़की के पास बहुत मजबूत अभिनय कौशल है.. मैं फैन बन गया हूं।,@bhaiyyajiclub ladki key paas bahut majboot abhinaya kaushal hai.. main phain bunn gaya hoon.
#039,#tech apple ceo apologizes for error-ridden new map app - apple ceo tim cook apologized friday for the company&amp,#टेक एपल सीईओ अपोलोजाइज फोर एरर-रिडेन न्यू मैप एप - एपल सीईओ टिम कूक अपोलॉजाइज्ड फ्राइडे फोर थे कंपनी&एएमपी,#039,#039
this @LoKarDi_RT is my love which has never been.,yaar ye @LoKarDi_RT mera pyar hai jo kabhi tha hi nahi.,यार ये @लोकर्दी_आरटी मेरा प्यार है जो कभी था ही नही।,ये @LoKarDi_RT मेरा प्यार है जो कभी नहीं रहा।,yeye @lokardi_rt meraa pyaar hai zoo kabhi nahin rahaa.
Launcher Paaji is concentrating on Laddus.,launcher paaji laddu pe concentrate kar rahe hain :p,लॉन्चर पाजी लड्डू पे कंसंट्रेट कर रहे हैं :प,लॉंचर पाजी लाडू पर ध्यान केंद्रित कर रहा है।,launcher paaji ladoo per dhyan kendrit cur rahaa hai.
@bhanub4you stopping the rally is also a kind of rule of goons #NitishKaChehraDiveshSehra,@bhanub4you Rally ko rokna bhi ek tarah Ka goondaraj hai #NitishKaChehraDiveshSehra,@भानुब४यू रैली को रोकना भी एक तरह का गुंडाराज है #नितीष्कचेहरादिवेशसेहरा,@bhanub4you रैली रोकना भी गुंडों का एक तरह का नियम है #NitishKaChehraDiveshSehra,@bhanub4you rally rokna bhi gundon kaa ack tarah kaa niyam hai #nitishkachehradiveshsehra
"please, we have better things to do then making girls smile.","Please, aur kuch kaam dhandha nahi hai, ladki ko smile karao","प्लीज, और कुच काम धंधा नही है, लड़की को स्माइल कराओ","प्लीज, हमारे पास करने के लिए बेटर थिंग्स तो मेकिंग गर्ल्स स्माइल.","please, hamare paas karane key lie better things too making girls smile."
"@BloodyKamina nice, enrol into CID",@BloodyKamina waah CID me bharti ho jaa,@ब्लडीकामिना वाह सीआईडी मे भारती हो जा,"@BloodyKamina अच्छा है, सी. आई. डी. में दाखिला लें","@bloodykamina achcha hai, see. aayi. die. main dakhila lain"
"someone should come with me to noel fielding's show on saturday night because noel fielding, basically #please #iwillcry","someone should come with me to noel fielding on saturday night because noel fielding ,  basically #please #iwillcry","सोमियोन शोल्ड कोम विथ मे तो नोएल फील्डिंग ओन सतुर्दय नाइट बेकाउस नोएल फील्डिंग ,  बेसिकली #प्लीज #आईविलक्री","कोई मेरे साथ नोएल फील्डिंग के शो में शनिवार की रात को आए क्योंकि नोएल फील्डिंग, मूल रूप से #please #iwillcry","koi mere saath noel fielding key show main shaniwar key raat coo aye kyonki noel fielding, mull roop say #please #iwillcry"
why does the wind move? why does we water drink? why does the idiot stutter? neither you know nor we,Kyun chalti hai Pawan? Kyu peeta hai Gagan? Kyu haklata hai Chhagan? Na tum jaano na hum.,क्यून चलती है पवन? क्यू पीता है गगन? क्यू हकलाता है छगन? ना तुम जानो ना हम।,हवा क्यों चलती है? हम पानी क्यों पीते हैं? बेवकूफ हकलाता क्यों है? न जाने ना जाने,hawa kyon chalati hai? humm paani kyon peete hain? bevakoof hakalaata kyon hai? na jaane naa jaane
@ Atheist_krishna bittu's bone and @ jala_kukdi's match is so much match,@Atheist_Krishna Bittoo ki bhua aur @Jal_Kukdi ki DP kitni match hoti hai,@एथीस्ट_कृष्ण बिट्टू की भुआ और @जल_कुकड़ी की डीपी कितनी मैच होती है,@एथिस्ट _ कृष्ण बिट्टू की हड्डी और @जाला _ कुकड़ी का मैच इतना मैच है,@athist _ krishna bittu key huddy our @jaalaa _ kukri kaa match itna match hai
"whenever you see that it is done, it has been done, you have already done it… now die.","Jab bhi dekho ye ho chuka hai woh ho chuka hai, ho toh tum bhi chuke ho... ab mar jaao.","जब भी देखो ये हो चुका है वोह हो चुका है, हो तोह तुम भी चुके हो... अब मार जाओ।","जब भी आप देखते हैं कि यह किया गया है, यह किया गया है, आप पहले ही कर चुके हैं... अब मर जाओ।","jab bhi aap dekhate hain kii yeah kiya gaya hai, yeah kiya gaya hai, aap pehle hee cur chuke hain... ab mer jaao."
"please don't call him dog, he is part of family, his name is snooty, and pankaj is my brother who is a man of big dog species. #Irony","Please usse kutta nahi bolo he is family, his name is snooty, aur ye mera bhai hai Pankaj bada kutta kism ka insaan hai.

#Irony","प्लीज उस्से कुत्ता नही बोलो हे इस फैमिली, हिस नेम इस स्नूटी, और ये मेरा भाई है पंकज बड़ा कुत्ता किस्म का इंसान है.

#आइरोनी","कृपया उसे कुत्ता मत बुलाओ, वह परिवार का हिस्सा है, उसका नाम स्नूटी है, और पंकज मेरा भाई है जो बड़े कुत्ते की प्रजाति का आदमी है। #Irony","kripaya use kutta mutt bulaao, wah parivar kaa hissa hai, uska naam snooty hai, our pankaj meraa bhaai hai zoo badey kutte key prajaati kaa aadmi hai. #irony"
did you forget the #surgicalStrike ? you speak of the border. today you must have felt the power of hindustani people. ,#surgicalStrike bhul gyi ? Border ki baat krti hai .... Hum hindustaniyo mein kitna protien hai aj pta chal jayega ....,#सर्जिकलस्ट्राइक भूल गयी ? बॉर्डर की बात करती है .... हम हिंदुस्तानियों में कितना प्रोटीन है अज पता चल जाएगा ....,क्या आप भूल गए थे #surgicalStrike? आप बॉर्डर की बात करते हैं. आज आपने हिंदुस्तानी लोगों की ताकत महसूस की होगी।,kya aap bhool gaye they #surgicalstrike? aap border key baat karate hain. aaj aapane hindustani logon key taakat mahsoos key hogi.
There was no money to watch Force 2 #DemonetisToWesLife,Force 2 dekhne ke paise nahi the#DeMonetisationSavesLife,फोर्स २ देखने के पैसे नही थे#डिमोनेटाइजेशनसेव्सलाइफ,फोर्स 2 देखने के लिए पैसे नहीं थे #DemonetisToWesLife,force 2 dekhane key lie paise nahin they #demonetistoweslife
@AapGhumaKeLeyLo where did you go gentleman,@AapGhumaKeLeyLo Kaha gayab the bhaisaab,@आपघुमकेलेलो कहा गायब थे भाईसाब,@AapGhumaKeLeyLo आप कहां गए जेंटलमैन,@aapghumakeleylo aap kahaan gaye gentleman
"@ImVeeDee the journey will pass this way only by tweeting together, that we will see the destiny by tweeting together. we are traveller of twitter @vichupedia @shikhakotak","@ImVeeDee yuhi kat jaayega safar sath tweetne se , ki manzil aayegi nazar sath tweetne se . Hum raahi Twitter ke @vichupedia @shikhakotak","@इम्वीडी युही कट जाएगा सफर साथ ट्वीटने से , की मंजिल आएगी नज़र साथ ट्वीटने से . हम राही ट्विटर के @विचुपीडिया @शिखाकोटक","@ImVeeDee सफर ऐसे ही गुजरेगा एक साथ ट्वीट करके, कि हम एक साथ ट्वीट करके भाग्य देखेंगे. हम ट्विटर के यात्री हैं @vichupedia @shikhakotak","@imveedee suffer aise hee gujarega ack saath tweet karke, kii humm ack saath tweet karke bhagya dekhenge. humm twitter key yatri hain @vichupedia @shikhakotak"
@LEDtvn i had said this earlier,@LEDtvn maine to pehle hi bola tha,@लेडटिवन मैने तो पहले ही बोला था,@LEDtvn मैंने ये पहले कहा था,@ledtvn maine yeye pehle kahaa tha
when kiran bedi and narendra modi will stand thier party is definately going to win win elecctions,kiran bedi + narendra modi = dilli ka satyaanash  !  !  !,किरण बेदी + नरेंद्र मोदी = दिल्ली का सत्यानाश  !  !  !,जब किरण बेदी और नरेंद्र मोदी खड़े होंगे तो उनकी पार्टी निश्चित रूप से जीतने वाली है,jab kirana bedi our narendra modi khade honge too unaki party nishchit roop say jeetane vaali hai
@HathwalaThakur @RitikaS_ @MeetUunngLee welcome! you also kill me now.,@HathwalaThakur @RitikaS_ @MeetUunngLee lo maar lo meri aap bhi aajao!,@हथवालाठाकुर @रितिका_ @मीटूँगली लो मार लो मेरी आप भी आजाओ!,@HathwalaThakur @RitikaS_ @MeetUunngLee वेलकम! तुम भी मुझे मार डालो अब।,@hathwalathakur @ritikas_ @meetuunnglee welcome! tum bhi mujhe maar dalo ab.
) RT if you're Waiting For #IndvsAus #AUSvIND #CW,RT @SirJadeja : Ab Australia Dekhegi India Ke Tevar Jab Unko Dhoyenge Anushka Ke Devar . ,आरटी @सिरजाडेजा : अब ऑस्ट्रेलिया देखेगी इंडिया के तेवर जब उनको धोएंगे अनुष्का के देवर ।,) आरटी अगर आप #IndvsAus #AUSvIND #CW की प्रतीक्षा कर रहे हैं,) rt agar aap #indvsaus #ausvind #cw key prateeksha cur rahe hain
"if you put your feet in shit, then you will have to wash. if you fall in love, then you will have to cry. #lrshaad","Ghu mein pair rakhoge toh dhona padega, pyaar mein padoge toh rona padega. #Irshaad","घु में पैर रखोगे तोह धोना पड़ेगा, प्यार में पड़ोगे तोह रोना पड़ेगा. #इरशाद",पैर मल में डाल दिया तो धोना ही पड़ेगा. प्यार हो गया तो रोना ही पड़ेगा.....................................................................................................................................................................................,pair mall main daal diya too dhona hee padegaa. pyaar how gaya too rona hee padegaa.....................................................................................................................................................................................
"mohit sharma ! attaboy ! exemplary ! the best 19th over in this ipl , at par with praveen kumar's 19th ! #KXIPvDD","Mohit Sharma ! Attaboy ! Exemplary ! The best 19th over in this IPL , at par wd Praveen Kumar's 19th ! #KXIPvDD","मोहित शर्मा ! अट्टाबॉय ! एक्जेम्प्लेरी ! थे बेस्ट १९थ ओवर इन थिस आईपीएल , एट पर डब्ल्यूडी प्रवीण कुमार'एस १९थ ! #एक्सआईपीवीडीडी","मोहित शर्मा! अटाबॉय! मिसाली! इस आई. पी. एल. में सबसे अच्छा 19वां ओवर, प्रवीण कुमार के 19वें के बराबर! #KXIPvDD","mohit sharma! ataboy! misali! iss aayi. pie. ail. main sabse achcha 19van over, praveen kumar key 19vein key barabar! #kxipvdd"
"@enlightenedme_  There are not any tears, right?",@enlightenedme_ aansu nahi hai na?,@एनलाइटनेडमे_ आंसू नही है ना?,"@enlightenedme_ कोई आँसू नहीं हैं, है ना?","@enlightenedme_ koi aansuu nahin hain, hai naa?"
what is happiness @_SandSurfer @Heerahee,khushi kya hoti hai :/ @_SandSurfer @Heerahee,खुशी क्या होती है :/ @_सैंडसर्फर @हीरही,खुशी क्या है @_SandSurfer @Heerahee,khushi kya hai @_sandsurfer @heerahee
@Twineetisha shahrukh movies ever good,@twinitisha shahrukh ki movies kabhi achi hoti hai?,@ट्विनिटिशा शाहरुख की मूवीज कभी अची होती है?,@Twineetisha शाहरुख मूवीज एवर गुड,@twineetisha shahrukh movies ever good
@HaddHaiYaar looks like you won't understand it even with subtitles. i mean it's brilliant in its original form.,@HaddHaiYaar subtitles ke sath bhi tujhe samajh me nahi aayega aisa lagta hai. I mean it's brilliant in its original form.,@हद्धैयार सबटाइटल्स के साथ भी तुझे समझ मे नही आएगा एआईएसए लगता है. आई मीन इट'एस ब्रिलियंट इन आईटीएस ओरिजिनल फॉर्म।,@HaddHaiYaar लग रहा है सबटाइटल के साथ भी समझ नहीं आएगा. मेरा मतलब है कि यह अपने मूल रूप में ब्रिलियंट है।,@haddhaiyaar lag rahaa hai subtitle key saath bhi samajh nahin aayega. meraa matlab hai kii yeah apane mull roop main brilliant hai.
@Kyukhadalega will give liquor?,@KyaUkhaadLega daaru pilayega?,@क्यौखादलेगा दारू पिलाएगा?,@Kyukhadalega शराब देगा?,@kyukhadalega sharab dega?
RT @HarishK25173278 : @Gurmeetramrahim #JaameInsanDivas the whole world is congratulated on today' special occasion. https://t.co/JffOjGKoey #TheIrfanism,RT @HarishK25173278 : @Gurmeetramrahim #JaameInsanDivas Saari Kyanat ko Aaj ke Din ki Mubarkan yo ... https://t.co/JffOjGKoey #TheIrfanism,आरटी @हरिष्क२५१७३२७८ : @गुरमीत्रमरहिम #जामेंसंदिवस सारी कयानत को आज के दिन की मुबारकां यो ... एचटीटीपीएस://टी.सीओ/जेएफएफओजेजीकोई #थीयरफैनिज्म,आरटी @HarishK25173278: @Gurmeetramrahim #JaameInsanDivas आज के खास मौके पर पूरी दुनिया को बधाई. https://t.co/JffOjGKoey #TheIrfanism,rt @harishk25173278: @gurmeetramrahim #jaameinsandivas aaj key khaas mauke per poori duniya coo badhaai. https://t.co/jffojgkoey #theirfanism
@micky864 i am talking about someone else.,@micky864 aur kiski baat kar raha hun,@मिकी८६४ और किसकी बात कर रहा हुन,@micky864 मैं किसी और की बात कर रहा हूँ।,@micky864 main kissy our key baat cur rahaa hoon.
@RoastedPapad this is a nice way pimp,@RoastedPapad pimp karne ka accha tarika hai,@रोस्टेडपापड पिंप करने का अच्छ तरीका है,@RoastedPapad ये एक अच्छा तरीका है,@roastedpapad yeye ack achcha tarika hai
"modi: this Kapil Mishra..
shah:pic.twitter.com/QSsQC9ynys","Modi: Ye Kapil Mishra..
Shah:pic.twitter.com/QSsQC9ynys","मोदी: ये कपिल मिश्रा..
शाह:पिक.ट्विटर.कॉम/क्यूएसएसक्यूसी९यानिस",मोदीः ये कपिल मिश्रा.. शाहः pic.twitter.com/QSsQC9ynys,modeeh yeye kapil mishra.. shahah pic.twitter.com/qssqc9ynys
good night sir....capil comedy..you came and we felt very good...good night sir...,Good night sir.....capil comedy..me aaye mamko bahut achha laga...Good.night.sahb g....,गुड नाइट सिर.....कैपिल कॉमेडी..मे आये मामको बहुत अछा लगा...गुड.नाइट.साहब जी....,गुड नाइट सर... कैपिल कॉमेडी.. आप आए और हमें बहुत अच्छा लगा... गुड नाइट सर...,good night ser... capill comedy.. aap aye our hamein bahut achcha lagaa... good night ser...
"by doing this, anna proved that he is not a fascist. . . . .",yeh karke anna ne saabith kiya ke woh fascist nahi hai .  .  .  .  .,येह करके अन्ना ने साबित किया के वोह फासिस्ट नही है .  .  .  .  ।,ऐसा करके अन्ना ने साबित कर दिया कि वह फासीवादी नहीं है.....,aisaa karke anna nay saabit cur diya kii wah fasiwadi nahin hai.....
@Alllahdin @MeetUunngLee yes moron i am reading that,@Alllahdin @MeetUunngLee haa ganduwo padh raha hu main,@अल्लाहदीन @मीटूँगली हा गंडुवो पढ़ रहा हू मैं,@Alllahdin @MeetUunngLee हाँ मोरोन मैं पढ़ रहा हूँ,@alllahdin @meetuunnglee haan moron main padh rahaa hoon
"Now do it , bajrangi brother",Abhi kro na bajrngi bhaijan. .,अभी करो ना बजरंगी भाईजान. ।,अब करो बजरंगी भाई।,ab karo bajarangi bhaai.
@abhishekmadan @slimswamy you got passed by doing free classes? We got stuck. Still did not understand anything,@abhishekmadan @slimswamy free trial class karke nikal liye the Aap? Hum toh phas gaye the. Samajh fir bhi na aya tha kuch.,@अभिषेकमदन @स्लिमस्वामी फ्री ट्रायल क्लास करके निकल लिए थे आप? हम तोह फास गये थे. समझ फिर भी ना आया था कुच।,@abhishekmadan @slimswamy फ्री क्लास करके पास हो गया? हम अटक गए. फिर भी कुछ समझ में नहीं आया,@abhishekmadan @slimswamy free class karke paas how gaya? humm atak gaye. fir bhi kuchha samajh main nahin aaya
"diwali bonus has arrived. no one leaves the group. whenever i get leisure time, it will be divided",Diwali bonus aa gaya hai . Koi group chhodke jana mat . Fursat milte hi baant diya jayega .,दिवाली बोनस आ गया है . कोई ग्रुप छोड़के जाना मत . फुरसत मिलते ही बांट दिया जाएगा ।,"दिवाली बोनस आ गया है. कोई भी ग्रुप नहीं छोड़ता. जब भी मुझे फुरसत का समय मिलेगा, वह बंट जाएगा","diwali bonus aa gaya hai. koi bhi group nahin chhodata. jab bhi mujhe fursat kaa samay milega, wah bunt jayega"
"today i have desire to live, today i have intentions to die.","Aaj fir jeene ki tamanna hai, aaj fir marne ka irada hai.","आज फिर जीने की तमन्ना है, आज फिर मारने का इरादा है।","आज मुझे जीने की इच्छा है, आज मुझे मरने का इरादा है।","aaj mujhe jeene key ichcha hai, aaj mujhe marane kaa irada hai."
