english,hinglish,hinglish_dev,pred_hinglish_dev,pred_hinglish
"till the freedom of men, the war will continue.","Mardon ki azaadi tak, jung rahegi jung rahegi. _/\_","मर्दों की आज़ादी तक, जंग रहेगी जंग रहेगी. _/\_",मनुष्यों की स्वतंत्रता तक युद्ध जारी रहेगा।,manushyon key swatantrata tuck yuddh jaari rahega.
@oomph_wali the one who said modi is gay is giving knowledge @trulymonica @hemalitanna,@oomph_wali Modi ji ko gay kehne wali yaha gyaan de rahi hai  @TrulyMonica @hemalitanna,@ऊम्फ_वाली मोदी जी को गे कहने वाली याहा ज्ञान दे रही है  @ट्रूलीमोनिका @हेमालितन्ना,"@oomph_wali जिसने कहा कि मोदी समलैंगिक हैं, वह ज्ञान दे रहा है @trulymonica @hemalitanna","@oomph_wali jisane kahaa kii modi samlaingik hain, wah gyaan dei rahaa hai @trulymonica @hemalitanna"
"#GuessTheSong
come lets get lost somewhere in stars","#GuessTheSong
Aao kho jaaye sitaaron mein kahin","#गुएसस्थेसोंग
आओ खो जाए सितारों में कहीं",#GuessTheSong चलो सितारों में कहीं खो जाते हैं,#guessthesong chalo sitaaron main kahin kho jaate hain
RT @Faller18 : @timesofindia people know that successful bidder of kingfisher brand should also carry the bad image created around mallya by media.,RT @Faller18 : @timesofindia Ppl know succesful bidder of Kingfisher brand should also carry the bad image created around Mallaya by media&v,आरटी @फॉलर१८ : @टाइमसोफिंडिया पीपीएल नोव सक्सेसफुल बिडर ओएफ किंगफिशर ब्रांड शोल्ड अलसो कैरी थे बाद इमेज क्रिएटेड अराउंड मल्लया बी मीडिया&व,आर. टी. @Faller18: @timesofindia लोग जानते हैं कि किंगफिशर ब्रांड की सफल बोली लगाने वाले को मीडिया द्वारा मल्या के इर्द-गिर्द बनाई गई खराब छवि को भी अपनाना चाहिए।,aar. tea. @faller18: @timesofindia log jaanate hain kii kingfisher brand key safal boli lagaane vaale coo media dwara malya key ird-gird banaai gayee kharab chhavi coo bhi apnana chaahiye.
only if we could get marks in viva by crying like this “sir i had read this but can’t recall”,"kaash viva me ese rone se marks mil jaya krte .  .  .  .  "" sir padha toh tha pr abi yaad nhi aa rha  .  .  .  . boohoohoo ""  :p ;)","काश विवा मे ईएसई रोने से मार्क्स मिल जाया करते .  .  .  .  "" सिर पढ़ा तोह था पीआर अबी याद नही आ रहा  .  .  .  . बूहूहू ""  :प ;)","केवल अगर हम इस तरह चिल्लाकर वाइवा में निशान प्राप्त कर सकते हैं ""सर मैंने इसे पढ़ा था लेकिन याद नहीं है""","kewal agar humm iss tarah chillakar viva main nishan praapt cur sakate hain ""ser maine ise padhaa tha lekin yaad nahin hai"""
but from where you get the chalk,lekin chalk laya kaha se ?,लेकिन चाल्क लाया कहा से ?,लेकिन आपको चाक कहाँ से मिलता है,lekin aapko chaak kahaan say milata hai
"i’ve heard that after my dear friend obama, #Trump is being called #Abe then come by and go.","G "" Suna hai my dear dost Obama ke baad dear friend #Trump ko bulaya Ja rha hai 0 #Abe to aakar chale Jane 0","जी "" सुना है माई डियर दोस्त ओबामा के बाद डियर फ्रेंड #ट्रंप को बुलाया जा रहा है ० #अबे तो आकर चले जाने ०","मैंने सुना है कि मेरे प्रिय मित्र ओबामा के बाद, #Trump को #Abe कहा जा रहा है फिर आएं और जाएं।","maine sunaa hai kii mere priya mitra obama key baad, #trump coo #abe kahaa jaa rahaa hai fir aaen our jaaen."
"r: mother, bournvita is not left. s:you removed congress from the whole country. what is bournvita compared to that? pic.twitter.com/CzSIPittg5","R: Mummy ghar me Bournvita khatam ho gaya hai
S: Tune iss desh se poori Congress khatam karwa di..B'vita kya chiz haipic.twitter.com/CzSIPittg5","आर: मम्मी घर मे बोर्नविटा खतम हो गया है
एस: ट्यून आईएस देश से पूरी कांग्रेस खतम करवा दी..बी'विटा क्या चीज हैपिक.ट्विटर.कॉम/सीजीसीपिट्ग५","आरः माँ, बोर्नविटा नहीं बची है. एसः आपने पूरे देश से कांग्रेस को हटा दिया. इसकी तुलना में बोर्नविटा क्या है?","aarah maan, bornvita nahin bachee hai. esah aapane poore desh say congress coo hataa diya. isaki tulanaa main bornvita kya hai?"
@KyaUkhaadLega thanks brother.,@KyaUkhaadLega thanks bhai :),@क्यौखादलेगा थैंक्स भाई :),@KyaUkhaadLega धन्यवाद भाई।,@kyaukhaadlega dhanyavaad bhaai.
hello salman khan sir.,Hello...salman khan ji....,हेलो...सलमान खान जी....,हैलो सलमान खान सर।,hallow salman khaan ser.
write...why are you feeling shy?,likh na.. sharma kya raha hai,लिख ना.. शर्मा क्या रहा है,लिखें... आपको शर्म क्यों आ रही है?,likhein... aapko sherm kyon aa rahee hai?
england''s patel stakes test claim with century: mumbai: samit patel hit a century on thursday to make a strong  .  .  .,england''s patel stakes test claim with century: mumbai: samit patel hit a century on thursday to make a strong  .  .  .  http/URL,इंग्लैंड''एस पटेल स्टेक्स टेस्ट क्लेम विथ सेंचुरी: मुंबई: समित पटेल हित आ सेंचुरी ओन थर्सडे तो मेक आ स्ट्रांग  .  .  .  एचटीटीपी/उर्ल,इंग्लैंड के पटेल ने शतक के साथ टेस्ट मैच का दावा कियाः मुंबई-समित पटेल ने गुरुवार को शतक जड़कर एक मजबूत...,england key patel nay shatak key saath test match kaa daava kiyaah mumbai-samit patel nay guruwar coo shatak jadkar ack majboot...
@APoonia19 children don't wake up uptill this late ,@APoonia19 bachche itni raat tak jagte nahi,@अपूनिया१९ बच्चे इतनी रात तक जगते नही,@APoonia19 बच्चे इतनी देर तक नहीं उठते हैं,@apoonia19 bachche itani dair tuck nahin uthate hain
@Mocksterr there is risk but also profit. you should know how to bring it out,@Mocksterr risk hai par profit bhi hai.. bas nikalwana aana chahiye,@मॉकस्टर रिस्क है पर प्रॉफिट भी है.. बस निकलवाना आना चाहिए,@Mocksterr जोखिम है लेकिन लाभ भी है. आपको पता होना चाहिए कि इसे कैसे बाहर लाया जाए,@mocksterr jokhim hai lekin laabh bhi hai. aapko patta honah chaahiye kii ise kaise baahar laya jaye
"excellent, missing home.",superr se uperrrrr (y) missng home,सुपर से यूपरआरआरआर (य) मिसंग होम,"बहुत बढ़िया, घर की कमी महसूस हो रही है।","bahut badhiya, ghar key kamee mahsoos how rahee hai."
"Nothing is bigger than country. We Indians, the happiness that we get in India's victory cannot be found anywhere else. JAI HIND #IndvsSA #IndWins",Nothing is bigger than COUNTRY HUM INDIAWAALE Jo KHUSHI INDIA Ki JEET Me milti wo aur kahi nahi ðŸ˜ðŸ˜ JAI HIND #IndvsSA #IndWins,नथिंग इस बिगर थान कंट्री हम इंडियावाले जो खुशी इंडिया की जीत मे मिलती वो और कही नही ðÿ˜ðÿ˜ जाई हिंद #इंडवासा #इंडविंस,"देश से बड़ा कुछ भी नहीं है। हम भारतीय, भारत की जीत में जो खुशी मिलती है, वह कहीं और नहीं मिलती। जय हिंद #IndvsSA #IndWins","desh say badha kuchha bhi nahin hai. humm bhaaratiya, bharat key jeet main zoo khushi milti hai, wah kahin our nahin milti. jaya hind #indvssa #indwins"
you don't believe your own country but you would easily believe any other country for visa. #Aadhaar #RightToPrivacy,Tumhe apne desh pe bharosa nahi par VISA ke time dusare desh pe bada bharosa dikhate ho ? #Aadhaar #RightToPrivacy,तुम्हे अपने देश पे भरोसा नही पर विसा के टाइम दूसरे देश पे बड़ा भरोसा दिखते हो ? #आधार #राइटोप्राइवेसी,आप अपने देश पर विश्वास नहीं करते हैं लेकिन आप आसानी से वीजा के लिए किसी भी अन्य देश पर विश्वास कर सकते हैं।,aap apane desh per vishvaas nahin karate hain lekin aap aasaani say veeja key lie kissy bhi any desh per vishvaas cur sakate hain.
this our #RightToPrivacy where gone @Nidhi @ndtv #RightToPrivacyVerdict,Haye hamari #RightToPrivacy kahana gayi @Nidhi @ndtv #RightToPrivacyVerdict,हये हमारी #राइटोप्राइवेसी कहना गयी @निधि @एनडीटीवी #राइटोप्राइवसीवर्डिक्ट,यह हमारा #RightToPrivacy कहाँ चला गया @Nidhi @ndtv #RightToPrivacyVerdict,yeah hamara #righttoprivacy kahaan chalaa gaya @nidhi @ndtv #righttoprivacyverdict
father's scooter and mom's craft was enough,bhai ..craft ke exam ke din to papa ka scooter aur mummy ki craft ..bas ban gya craft a,भाई ..क्राफ्ट के एक्जाम के दिन तो पापा का स्कूटर और मम्मी की क्राफ्ट ..बस बन ग्या क्राफ्ट आ,पिता का स्कूटर और माँ का शिल्प काफी था,pita kaa scooter our maan kaa shilp kaafee tha
#DelhiMetro ke #pricehike ke baad jab #Delhi ke log apni car ya bike ka istemaal jyada karenge to #delhipollution bhi jyada hoga ....,#DelhiMetro ke #pricehike ke baad jab #Delhi ke log apni car ya bike ka istemaal jyada karenge to #delhipollution bhi jyada hoga ....,#दिल्लीमेट्रो के #प्राइसहाइक के बाद जब #डेल्ही के लोग अपनी कार या बाइक का इस्तेमाल ज्यादा करेंगे तो #डेल्लीपोल्यूशन भी ज्यादा होगा ....,#Delhi मेट्रो के #pricehike के बाद जब #Delhi के लॉग अपनी कार या बाइक का इस्तेमाल ज्यादा करेंगे से #delhipollution भी ज्यादा होगा....,#delhi metro key #pricehike key baad jab #delhi key log apni kaar yaa bike kaa istemal zyada karenge say #delhipollution bhi zyada hoga....
why have you come too late brothers ?,Hmm . Itna late bhaiiðŸ˜³,हम्म . इतना लेट भाईðÿ˜³,आप देर से क्यों आए हैं भाइयों?,aap dair say kyon aye hain bhaaiyon?
"god knows, she is stupid","bhagwan jaane, ye pagli hai.","भगवान जाने, ये पगली है।","भगवान जानता है, वह मूर्ख है","bhagwan janata hai, wah moorkh hai"
@Arunapk57 Madam your smile has broadened.,@Arunapk57 Maam smile aur broad ho gayee hai :),@अरुणाप्क५७ माम स्माइल और ब्रॉड हो गयी है :),"@Arunapk57 महोदया, आपकी मुस्कान चौड़ी हो गई है।","@arunapk57 mahodaya, aapaki muskan chaudi how gayee hai."
@DarrKeAage green colored turmeric @sagarikaghose,@DarrKeAage green color ki haldi  @sagarikaghose,@दर्रकेआगे ग्रीन कलर की हल्दी  @सागरिकाघोस,@DarrKeAage हरे रंग की हल्दी @sagarikaghose,@darrkeaage harey rung key haldi @sagarikaghose
this is right. there have always been rumours of affairs between teachers.,dis is very rit dere always been rumors of affairs b/w teachers  .  .  .  .  .  .  .  .  !,दिस इस वेरी रिट डेरे अलवेज बीन रूमर्स ओएफ अफेयर्स बी/डब्लू टीचर्स  .  .  .  .  .  .  .  .  !,यह सही है. शिक्षकों के बीच हमेशा अफेयर की अफवाहें आती रही हैं।,yeah sahi hai. shikshakon key beach hamesha affair key afavaahen aatee rahee hain.
@timesn0w send the link. i want to see the basis of this. otherwise pakistan is religiously tolerant in jokes only @brownbrumby @oirme,@timesn0w link bhejna mujhe bhi dekhna hai unka basis kya hai. Otherwise Pakistan is religiously tolerant in jokes only @brownbrumby @oirme,@टाइम्सन०डब्लू लिंक भेजना मुझे भी देखना है उनका बेसिस क्या है. ओथरवाइज पाकिस्तान इस रिलिजियसली टॉलरेंट इन जोक्स ओनली @ब्राउनब्रम्बी @ओइरमे,@timesn0w लिंक भेजें. मैं इसका आधार देखना चाहता हूं. अन्यथा पाकिस्तान केवल चुटकुलों में धार्मिक रूप से सहिष्णु है @brownbrumby @oirme,@timesn0w link bhejen. main iska aadhaar dekhana chaahata hoon. anyatha pakistan kewal chutkulon main dhaarmik roop say sahishnu hai @brownbrumby @oirme
@Being_Humor there is truth in this thing,@Being_Humor Sachai toh hai iss baat mein.,@बेइंग_ह्यूमर सचाई तोह है आईएस बात में।,@Being_Humor इस बात में सच्चाई है,@being_humor iss baat main sachchai hai
"@HITKPKD #LalHITMovies to rescue yourself from me, you will have to go to moon... and i have heard that is a very lonely place..",@HITKPKD #LalHITMovies Mujse bachne ke liye tumhe moon jaana padega... aur suna hai wo bahut loon place hai,@हिटकपीकेडी #लालहितमूवीज मुजसे बचने के लिए तुम्हे मून जाना पड़ेगा... और सुना है वो बहुत लून प्लेस है,"@HITKPKD #LalHITMovies खुद को मुझसे बचाने के लिए, आपको चाँद पर जाना होगा... और मैंने सुना है कि यह एक बहुत ही अकेली जगह है।","@hitkpkd #lalhitmovies khud coo mujhase bachaane key lie, aapko chanda per jaanaa hoga... our maine sunaa hai kii yeah ack bahut hee akeli jagah hai."
very true yet very annoying. i remembered childhood betrayal.,v . true yt vry annoyn :/ bchpan ka dhoka yad agya :(,व . ट्रू यत् वेरी अनोयन :/ बचपन का धोका याद आज्ञा :(,बहुत सच लेकिन बहुत परेशान करने वाला। मुझे बचपन का विश्वासघात याद आया।,bahut such lekin bahut pareshan karane walla. mujhe bachpan kaa vishvaasghaat yaad aaya.
"@Ra_Bies I just drank a littlr bit of it , i didnt steal anything.",@Ra_Bies Thodi si jo pee li hai.. chori to nahi ki hai..,@रा_बाइस थोड़ी सी जो पी ली है.. चोरी तो नही की है..,"@Ra_Bies मैंने इसका थोड़ा सा सेवन किया, मैंने कुछ भी नहीं चुराया।","@ra_bies maine iska thoda sha seven kiya, maine kuchha bhi nahin churaaya."
see bro I went to pee and Virat got out !! #SorryGuys,Le bhai mein mootne gaya aur Virat out !! #SorryGuys,ले भाई में मूतने गया और विराट आउट !! #सॉरीगाइज,देखो भाई मैं पेशाब करने गया और विराट बाहर निकल गया!! #SorryGuys,dekho bhaai main peshab karane gaya our virat baahar nickel gaya!! #sorryguys
"@raggedtag really, the world will improve but up will remain in medieval period.","@raggedtag sahi mein, duniya sudhar jayegi lekin UP medieval age mein hi rahega","@रैगेडटैग सही में, दुनिया सुधार जाएगी लेकिन उप मेडिवल आगे में ही रहेगा","@raggedtag वास्तव में, दुनिया में सुधार होगा लेकिन ऊपर मध्ययुगीन काल में रहेगा।","@raggedtag vaastav main, duniya main sudhaar hoga lekin oopar madhyayugeen call main rahega."
guddu's daddy's jesus:),guddu ke daddy ka jesus .:),गुड्डू के डैडी का जेसस .:),गुड्डू के डैडी जीससः),guddu key daddy jeesasah)
@KyaUkhaadLega you were going to return on 14th? No calls come talk evening,@KyaUkhaadLega arre 14th thi na ghar wapasi? Koi na call karta hu shaam mein baat karte hai,@क्यौखादलेगा अर्रे १४थ थी ना घर वापसी? कोई ना कॉल करता हू शाम में बात करते है,@KyaUkhaadLega आप 14 तारीख को वापस आने वाले थे? कोई कॉल नहीं आता शाम को बात करें,@kyaukhaadlega aap 14 tarikh coo vaapas aane vaale they? koi call nahin aata sham coo baat karein
The heart does not have a mind .. and if you love with your mind then it is not love ... do you agree??,Dil ke pass dimag nahi hota .. orjo dimag se ho who pyar nahi hota ... Agree ??,दिल के पास दिमाग नही होता .. औरजो दिमाग से हो व्हो प्यार नही होता ... एग्री ??,दिल में दिमाग नहीं होता.. और अगर आप अपने दिमाग से प्यार करते हैं तो यह प्यार नहीं है... क्या आप सहमत हैं?,dill main dimag nahin hota.. our agar aap apane dimag say pyaar karate hain too yeah pyaar nahin hai... kya aap sahmat hain?
bro scene doesn't get created it needs to be created..,bhai scene bante nhi banand padte hai..,भाई सीन बांटे नही बनंद पड़ते है..,भाई दृश्य नहीं बनता है इसे बनाने की आवश्यकता है।,bhaai drishya nahin banta hai ise banaane key aavashyakta hai.
"keep faith, don't be afraid","sakti rakho, daro nahi","सकती रखो, दारो नही","विश्वास रखें, डरो मत।","vishvaas rakhein, daro mutt."
nishiddho premer golpo ( 2015 ) bangla movie trailer video download http://t.co/gQ5w9H5ok2,Nishiddho Premer Golpo ( 2015 ) Bangla Movie Trailer Video Download http://t.co/gQ5w9H5ok2,निषिद्धो प्रीमर गोल्पो ( २०१५ ) बंगला मूवी ट्रेलर वीडियो डाउनलोड एचटीटीपी://टी.सीओ/जीक्यू५डब्लू९ह५ओक२,निशीधो प्रीमर गोलपो (2015) बांग्ला मूवी ट्रेलर वीडियो डाउनलोड http://t.co/gQ5w9H5ok2,nishidho primer golpo (2015) bangla movie trailer video download http://t.co/gq5w9h5ok2
"retweet @DhuanDhari : "" close the gate else the cat will come in. "" "" Yes she iit before, if she aieee then let her MAT enter. ""","RT @DhuanDhari : "" GATE band kar warna CAT aa jayegi . "" "" Haan , wo IIT pehle bhi , abki baar AIEEE to ghusne MAT dena . ""","आरटी @धुआंधारी : "" गेट बंद कर वारना कैट आ जाएगी . "" "" हाँ , वो इट पहले भी , अबकी बार एआईईईई तो घुसने मत देना . ""","रीट्वीट करें @DhuanDhari: ""गेट बंद करें अन्यथा बिल्ली अंदर आ जाएगी।"" ""हां वह पहले आई. टी. करती है, अगर वह आई. टी. करती है तो उसे एम. ए. टी. में प्रवेश करने दें।""","retweet karein @dhuandhari: ""gate band karein anyatha billi under aa jaayegi."" ""haan wah pehle aayi. tea. karati hai, agar wah aayi. tea. karati hai too use aim. aye. tea. main pravesh karane dein."""
"my grandmom is vry precious ,you do not need to take anything and why you have made such a condition","Daadi keemti hai iski koi keemat nahi laga sakta, tum ko kuch lene ki zaroorat hai, ye kya haal banaye rakha hai?","दादी कीमती है इसकी कोई कीमत नही लगा सकता, तुम को कुच लेने की ज़रूरत है, ये क्या हाल बनाए रखा है?","मेरी दादी बहुत कीमती हैं, आपको कुछ भी लेने की आवश्यकता नहीं है और आपने ऐसी शर्त क्यों लगाई है","merry daadi bahut keemati hain, aapko kuchha bhi lene key aavashyakta nahin hai our aapane aisee shart kyon lagaai hai"
"@kazal1401 @KurkureSnacks be piquant this festival #whysosweet
#whysosweetcards http://bit.ly/1LRo6BC pic.twitter.com/pvyczpEajq","@kazal1401 @KurkureSnacks Be chatpata this tayohaar
#whysosweet
#whysosweetcards http://bit.ly/1LRo6BC pic.twitter.com/pvyczpEajq","@काजल१४०१ @कुरकुरेस्नैक्स बे चटपटा थिस तयोहार
#व्हाइसोस्वीट
#व्हाइसोस्वीटकार्ड्स एचटीटीपी://बिट.ली/१लोरो६बीसी पिक.ट्विटर.कॉम/प्वाइक्ज़पीज़क",@kazal1401 @KurkureSnacks इस त्योहार पर खुश रहें #whysosweet #whysosweet कार्ड http://bit.ly/1LRo6BC pic.twitter.com/pvyczpEajq,@kazal1401 @kurkuresnacks iss tyohar per khush rahein #whysosweet #whysosweet card http://bit.ly/1lro6bc pic.twitter.com/pvyczpeajq
Bhaisaab @BUnlimted getting out of the cold pic.twitter.com/RrbJMy80Hu,Bhaisaab @BUnlimted thand se nijaat paate huepic.twitter.com/RrbJMy80Hu,भाईसाब @बनलिम्टेड ठंड से निजात पाते ह्यूपिक.ट्विटर.कॉम/आरआरबीजेएमवाई८०हू,भाईसाब @BUnlimted ठंड से बाहर निकल रहा है pic.twitter.com/RrbJMy80Hu,bhaisab @bunlimted thanda say baahar nickel rahaa hai pic.twitter.com/rrbjmy80hu
"there are many favours on me, dil ne kiya jo basar
 #GuessTheSong
 
 (Without hashtag not valid)","Bade hai ehsaan hum pe, dil ne kiya jo basar
 #GuessTheSong
 
 (Without hashtag not valid)","बड़े है एहसान हम पे, दिल ने किया जो बसर
 #गुएसस्थेसोंग
 
 (विथआउट हैशटैग नोट वालिद)","मुझ पर कई अनुग्रह हैं, दिल ने किया जो बसर #GuessTheSong (हैशटैग के बिना मान्य नहीं है)","mujh per kaee anugrah hain, dill nay kiya zoo basar #guessthesong (hashtag key binaa many nahin hai)"
RT @rameshchahal : @Gurmeetramrahim #MSG2In505crOn200thDay it is clear that the online school will run into thousands and crores.,RT @rameshchahal : @Gurmeetramrahim #MSG2In505crOn200thDay Maltb saf h ki Online Gurukul to fir hjaro crs me jayegi ..... its a big proud f,आरटी @रमेशचाहल : @गुरमीत्रमरहिम #एमएसजी२इन५०५क्रोन२००थडे माल्तब साफ ह की ऑनलाइन गुरुकुल तो फिर हजारो सीआरएस मे जाएगी ..... आईटीएस आ बिग प्राउड एफ,आर. टी. @rameshchahal: @Gurmeetramrahim #MSG2In505crOn200thDay यह स्पष्ट है कि ऑनलाइन स्कूल हजारों और करोड़ में चलेगा।,aar. tea. @rameshchahal: @gurmeetramrahim #msg2in505cron200thday yeah spasht hai kii online school hajaaron our karod main chalega.
are you feeling left out? i can stalk you also just say yes once. ,tuko left out feel ho raha hai kya? tumko bhi stalk kar lunga main. Bas haan bol do ek baar.,तुको लेफ्ट आउट फील हो रहा है क्या? तुमको भी स्टॉक कर लूंगा मैं. बस हाँ बोल दो एक बार।,क्या आप अलग-थलग महसूस कर रहे हैं? मैं आपका पीछा कर सकता हूं आप भी बस एक बार हां कह सकते हैं।,kya aap alag-thalag mahsoos cur rahe hain? main aapka peechha cur sakta hoon aap bhi bus ack baar haan kaha sakate hain.
"how many ashwin will you hurt? from one house one jadeja will come_x000D_
#IndvsEng","Kitne Ashwin ko maaroge? Kisi ghar se ek Jadeja niklega._x000D_
#IndvsEng","कितने अश्विन को मारोगे? किसी घर से एक जडेजा निकलेगा._क्स०००डी_
#इंडवसेंग",आप कितने अश्विन को चोट पहुँचाएँगे? एक घर से एक जडेजा आएगा _ x000D _ #IndvsEng,aap kitane ashwin coo chot pahunchaayenge? ack ghar say ack jadeja aayega _ x000d _ #indvseng
only contra and mario were there,bus contra aur mario hota tha !  :d,बस कॉन्ट्रा और मारियो होता था !  :डी,केवल कॉन्ट्रा और मारियो वहाँ थे,kewal contra our mario vahan they
"Guddu bro, there’s something called road safety, ask your mom and dad to get you a helmet",bhai guddu .  .  . road safety naam ki bhi koi cheez hoti hai .  .  . pappa mumma ko boliyo helmet ke liye,भाई गुड्डू .  .  . रोड सेफ्टी नाम की भी कोई चीज होती है .  .  . पप्पा मुम्मा को बोलियो हेलमेट के लिए,"गुड्डू भाई, सड़क सुरक्षा नाम की कोई चीज है, अपने माता-पिता से हेलमेट लाने के लिए कहें।","guddu bhaai, sadak suraksha naam key koi cheese hai, apane maataa-pita say helmet laane key lie kahein."
retweet after supporting rahul gandhi @JhaSanjay #MainBanaUllu,RT @JhaSanjay Rahul Gandhi ka saath dekar #MainBanaUllu,आरटी @झसंजय राहुल गांधी का साथ देकर #मैनबनौल्लू,राहुल गांधी का समर्थन करने के बाद रीट्वीट करें @JhaSanjay #MainBanaUllu,rahul gandhi kaa samarthan karane key baad retweet karein @jhasanjay #mainbanaullu
"That means no need to even carry an umbrella tommorow, there would not be a single clound in the sky. https://twitter.com/airnewsalerts/status/887674919609188353","Matlab kal to chhatri bhi lekar jaane ki zaroorat nahi, ek baadal nahi dikhega aasmaan mein.https://twitter.com/airnewsalerts/status/887674919609188353 …","मतलब कल तो छतरी भी लेकर जाने की ज़रूरत नही, एक बादल नही दिखेगा आसमान में.एचटीटीपीएस://ट्विटर.कॉम/एयरन्यूज़लर्ट्स/स्टेटस/८८७६७४९१९६०९१८८३५३ …","इसका मतलब है कि एक छतरी टॉम्मोरो ले जाने की भी आवश्यकता नहीं है, आकाश में एक भी गुच्छ नहीं होगा।","iska matlab hai kii ack chhatri tommoro lay jaane key bhi aavashyakta nahin hai, akash main ack bhi guchch nahin hoga."
"tabu: give me color give me color give me color give me color give me color_x000D_
ajay devgan: i do not give, mine too has come to an end.","Tabu: Rang de rang de mujhe rang de rang de mujhe rang de rang de mujhe rang de_x000D_
Ajay Devgn: Nahi deta, mera bhi khatam hone ko aaya hai.","तबू: रंग दे रंग दे मुझे रंग दे रंग दे मुझे रंग दे रंग दे मुझे रंग दे_क्स०००डी_
अजय देवगन: नही देता, मेरा भी खतम होने को आया है.","तब्बूः मुझे रंग दो, मुझे रंग दो, मुझे रंग दो, मुझे रंग दो।","tabbooh mujhe rung doe, mujhe rung doe, mujhe rung doe, mujhe rung doe."
okk brother,okk bhai jaan...:),ओक भाई जान...:),ओ. के. के. भाई,oh. key. key. bhaai
@prahladkr lalu and nitish are two sides of the same coin #NitishKaNakliVikas,@prahladkr Lalu aur nitish dono ek hi sikke k 2 pahelu #NitishKaNakliVikas,@प्रह्लादकर लालू और नीतीश डोनो एक ही सिक्के के २ पहेलू #नितिष्कनकलिविकास,@prahladkr लालु और नितिश एक ही सिक्के के दो पहलू हैं #NitishKaNakliVikas,@prahladkr lalu our nitish ack hee sikke key doe pahalu hain #nitishkanaklivikas
"jai shiva shankar mahadev, we congratulate all the hindu brothers on the occasion of mahashivaratri. by, rajesh.n.kapoor advocate.","* JAI * * SHIV * * SHANKAR * * MAHADEV * Hum Tamam Hindu Brothery Ko MAHASHIVRATRI Ki Lakh Lakh Badhai Dete Hain . By , RAJESH . N . KAPOOR ADVOCATE .","* जाई * * शिव * * शंकर * * महादेव * हम तमाम हिंदू ब्रदरी को महाशिवरात्रि की लाख लाख बढाई देते हैं . बी , राजेश . न . कपूर एडवोकेट ।","जय शिव शंकर महादेव, हम सभी हिंदू भाइयों को महाशिवरात्रि के अवसर पर बधाई देते हैं।","jaya shiv shankar mahadev, humm sabhi hindu bhaaiyon coo mahashivaratri key avsar per badhaai dete hain."
@balliawalebaba now there will be flood of good days in bihar #GoodByeNitishKumar,@balliawalebaba Ab Bihar me aayegi bahaar #GoodByeNitishKumar,@बल्लियावालेबाबा अब बिहार मे आएगी बहार #गुडबाइनिटिशकुमार,@balliawalebaba अब बिहार में अच्छे दिनों की बाढ़ आएगी #GoodByeNitishKumar,@balliawalebaba ab bihaar main achche dino key baadh aaegi #goodbyenitishkumar
don't say something... don't say anything...,@miss_cherished kuch na kaho.. Kuch bhi naa kaho..,@मिस_चेरिश्ड कुच ना कहो.. कुच भी ना कहो..,कुछ मत बोलो... कुछ मत बोलो...,kuchha mutt bolo... kuchha mutt bolo...
"why would I support bangladesh, we having lost? ",har gaye to thode na bangladesh ko support karunga .  .,हर गये तो थोड़े ना बांग्लादेश को सपोर्ट करूंगा .  ।,हम हारने के बाद मैं बांग्लादेश का समर्थन क्यों करूँगा?,humm haarne key baad main bangladesh kaa samarthan kyon karoonga?
"@someUSER stick to college hoops &amp; pandering to 2nd rate atlantic coast conference teams .  .  .  dook's opening game is right around the corner ,  bayby !","@someUSER stick to college hoops &amp; pandering to 2nd rate acc teams .  .  .  dook's opening game is right around the corner ,  baybeeee !  ! ","@सोम्यूजर स्टिक तो कॉलेज हूप्स &एएमपी; पैंडरिंग तो २एनडी रेट एसी टीम्स .  .  .  डूक'एस ओपनिंग गेम इस राइट अराउंड थे कॉर्नर ,  बायबीई !  !",@someUSER कॉलेज हुप्स से चिपके रहें और दूसरे दर के अटलांटिक तट सम्मेलन टीमों के लिए पैंडरिंग करें..............................................................................................................................................................................,@someuser college hoops say chipke rahein our doosare darr key atlantic that sammelan teams key lie pandering karein..............................................................................................................................................................................
"@roflbaba i make music out of emptiness in my heart, when pain crosses its limit i take 4 peg. ","@roflbaba Dil ki tanhai ko awaaz bana lete hai, dard jab hadd se guzarta hai 4 peg chadha lete hai.","@रोफलबाबा दिल की तन्हाई को अवाज़ बना लेते है, दर्द जब हैड से गुज़रता है ४ पेग चढ़ा लेते है।","@roflbaba मैं अपने दिल के खालीपन से संगीत बनाता हूं, जब दर्द अपनी सीमा को पार कर जाता है तो मैं 4 पेग लेता हूं।","@roflbaba main apane dill key khalipan say sangeet banaata hoon, jab dard apni seema coo paar cur jaataa hai too main 4 peg letta hoon."
nice man!!,bhai jan kya baaaat haiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii.,भाई जान क्या बाआत हैईईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआईआई।,अच्छा आदमी!!,achcha aadmi!!
