hinglish,hinglish_dev,english,english_pred
@ExSecular sahi me.. Bohot pakata hai aajkal,@एक्ससेक्यूलर सही मे.. बोहोत पकता है आजकल,@ExSecular you annoy me a lot.,@एक्ससेक्यूलर Right.. it cooks a lot these days
@mahimaaax__ like hell it was . Accha hua purana acc delete kar diya tha maine -.-,@महिमाआक्स__ लाइक हेल इट वास . अच्छ हुआ पुराना एसी डिलीट कर दिया था मैने -.-,Halleit Vas by @mahimas__. It is good that Purana was deleted Aks --.-,@महिमाआक्स__ like hell it was. good old ac was deleted by me -. -
"@YearOfRat  bhai 72 saando ko apne peeche chhoda jayega.
Sunday ka kya plan hai? Janamdin hai aur match bhi. Milo? @Alllahdin","@यीयरोफ्रैट  भाई ७२ सांडो को अपने पीछे छोड़ा जाएगा.
संडे का क्या प्लान है? जन्मदिन है और मैच भी. मिलो? @अल्लाहदीन","@YearOfRat  brother 72 bulls will be released behind us.
whats the plan for sunday? birthday and also match meet? @Alllahdin",@यीयरोफ्रैट brother 72 sando will be left behind. what is the plan for sunday? it is birthday and match also. meet? @अल्लाहदीन
"@YearOfRat haha, inke gaane by God by heart ho jaate hai. Woh bhi Gujarati wale","@यीयरोफ्रैट हाहा, इनके गाने बी गोद बी हार्ट हो जाते है. वोह भी गुजराती वाले","@YearOfRat by god, their songs just get memorized. and that even gujarati songs","@यीयरोफ्रैट Haha, their songs also become heart. They are also Gujarati."
"aise ich, majje aarahe hai","एआईएसई इच, मज्जे आरहे है","wish this way, having fun",ayyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
SHIKHAR DHAWAN IS GOD! #IndvsSA,शिखर धवन इस गोद! #इंडवासा,shikhar dhawan is god! #IndvsSA,Shikhar Dhawan is god! #इंडवासा
@White_Crimes Hahaha guddoo pitaai ki jarurat hai tereko,@व्हाइट_क्राइम्स हाहाहा गुड्डू पिटाई की जरूरत है तेरेको,@White_Crimes Hahaha guddoo you need a beating.,@व्हाइट_क्राइम्स Hahaha guddu you need a beating
@akshayameta6 usse achha hai ye.  @imamasiddique @sagarcasm,@अक्षयमेता६ उस्से अछा है ये.  @इमामसिद्दीक @सागरकस्म,@akshayameta6 this is better than that.@imamasiddique @sagarcasm,@अक्षयमेता6 Usse it is good. @इमामसिद्दीक @सागरकस्म
Dil To Pagal hai jaisi ghatiya movies ke liye bhi aap paise lete ho ya free me karte ho ? #AskSrk @iamsrk,दिल तो पागल है जैसी घटिया मूवीज के लिए भी आप पैसे लेते हो या फ्री मे करते हो ? #एस्कसर्क @आईएमएसआरके,do you take money for bad movies like dil hai pagal hai or you do it for free? #AskSrk @iamsrk,heart is crazy like you take money for bad movies or do it for free? #एस्कसर्क @आईएमएसआरके
"@India_Logitech 
Me: Mom pet me dard ho raha hai
Mom: Aur karo mobile use  #MyMomsLogic","@इंडिया_लॉजिटेक 
मे: मोम पेट मे दर्द हो रहा है
मोम: और करो मोबाइल उसे  #मायमोमस्लोजिक","@India_Logitech
Me: Mom my stomach is aching.
Mom: Make more use of your mobile 3MyMomsLogic",@इंडिया_लॉजिटेक: Mom is having pain in the stomach Mom: and do mobile to her #मायमोमस्लोजिक
"@Ra_Bies Dilli ki sardi nahi jam rahi abhi se fatti padi hai, Rum piya ek aadhi botal. Bas","@रा_बाइस दिल्ली की सर्दी नही जाम रही अभी से फट्टी पड़ी है, रूम पिया एक आधी बोतल. बस","@Ra_Bies delhi's winter is not suiting me, i am in a horrendous state, i drank a bottle or a half of rum.","@रा_बाइस Delhi's winter is not freezing yet, the room is half a bottle. Just"
@Beingakashss thanks bhai Tere Tweet Ka Wait Tha Mujhe,@बेइंगाकश थैंक्स भाई तेरे ट्वीट का वैट था मुझे,"@Beingakashss thanks man, i had waited for your tweet.","@बेइंगाकश Thank you brother, I was in awe of your tweet."
"USA - Files divorce, gets divorce.India - Files Divorce, ""Jamaai par pehle se hi shak tha. Shaadi ke din Reshma ko kaise chipka tha??!!""","उसा - फाइल्स डाइवोर्स, गेट्स डाइवोर्स.इंडिया - फाइल्स डाइवोर्स, ""जमाई पर पहले से ही शक था. शादी के दिन रेशमा को कैसे चिपका था??!!""","usa- files divorce and gets divorce.india - files divorce, "" i was suspiscious of jamaai from the very first day. remember who he hugged reshma during his marriage?""","Usa - Files Divorce, Gates डाइवोर्स.इंडिया - Files Divorce, ""There was already suspicion on the son-in-law. How did you stick Reshma on the wedding day??!!"""
ab delhi aap k hatho me .  vote for aap .,अब डेल्ही आप के हाथो मे .  वोट फोर आप ।,now delhi in aap's hand. vote for aap,Now Delhi is in your hands. Vote for you.
bhai....... 4 nhi baje ra.......3:30 ma he kr lo na.....,भाई....... ४ नही बजे रा.......३:३० मा हे केआर लो ना.....,"brother, it's not 4, do it at 3:30 only",Brother..... not 4 o'clock..........................
"NaMo-mere paas sarkar hai , pin stripe suit hai , india ke development ke plans hai . Tere paas kya hai ? RaGa : mere paas holiday hai #WhereIsRahul","नमो-मेरे पास सरकार है , पिन स्ट्राइप सूट है , इंडिया के डेवलपमेंट के प्लान्स है . तेरे पास क्या है ? रागा : मेरे पास हॉलिडे है #व्हेरेइसराहुल","namo - i have a government, a pin striped suit, india's development plans. what do you have raag: i have a holiday #WhereIsRahul","Namo - I have a government, I have a pin stripe suit, I have plans for the development of India. What do you have? Raga: I have a holiday. #व्हेरेइसराहुल"
tere se phatne lagi hai @meamabhishek,तेरे से फटने लगी है @मेअमाभिषेक,i am scared of you @meamabhishek.,It's starting to burst out of you @मेअमाभिषेक
mom: why are you listening to plies early sunday morning ?me: *blank stare* *pause* my strip club name is mr .will-throw-it *walks away*,मोम: व्हाई अरे यू लिस्टनिंग तो प्लाइस अर्ली संडे मॉर्निंग ?मे: *ब्लैंक स्टेयर* *पौसे* माई स्ट्रिप क्लब नेम इस एमआर .विल-थ्रो-इट *वॉक्स अवे*,mom: why are you listening to plies early sunday morning ?me: *blank stare* *pause* my strip club name is mr .will-throw-it *walks away*,mom: why are you listing to plies early sunday morning? me: * blank stare * * pousse * my strip club name is mr. will - throw - it * walks away *
koe nie  .  .  .   .  bst of luck fo ua future  .  .  :),कोए नी  .  .  .   .  बीएसटी ओएफ लक फो उआ फ्यूचर  .  .  :),"no problem, best of luck for your future",koi ni... best of luck for ua future...
"Adani

RT @ANI_news Delhi chunaav mein haar ke baad BJP baukhlaayi hui hai, humare kaam mein taang adaane* ki koshish kar rhe hain: Kejriwal","अदानी

आरटी @आनी_न्यूज डेल्ही चुनाव में हार के बाद बीजेपी बौखलाई हुई है, हमारे काम में टांग अड़ाने* की कोशिश कर रहे हैं: केजरीवाल",Adani,"Adani RT @आनी_न्यूज After the defeat in the Delhi elections, the BJP is frustrated, trying to interfere in our work: Kejriwal"
@BeingSalmaniac1 Raina Nahi Yuvi Paa As A Finisher :P Dhoni ka 5 Accha hai .. Jadeja-Pandya Toh Jhaat Ke All rounder haiÃ°Å¸Ëœâ€š,@बेइंगसालमेनियाक१ रैना नही युवी पा एएस आ फिनिशर :प धोनी का ५ अच्छ है .. जडेजा-पांड्या तोह झाट के अल्ल राउंडर हैã°å¸ëœâ€š,@ BeingSalmaniac1 Raina Nahi Yuvi Paa As A Finisher: P Dhoni ka 5 Accha hai .. Jadeja-Pandya Toh Jhaat Ke All rounder haiðŸ˜ ‚,@बेइंगसालमेनियाक1 Raina not Yuvi pa as a finisher: p dhoni's 5 is good. jadeja - pandya then jhat ke all rounder hai
kuch jhaantuwon ke liye yahan serious hona padta hai.,कुच झांटुवों के लिए यहां सीरियस होना पड़ता है।,some pranskters have to be serious here.,One has to be serious here for some jhantavas.
@someUSER for sure .  tough lovers are playig dickens on the 8th if you'd like to join me .,@सोम्यूजर फोर सुरे .  टॉग लवर्स अरे प्लेइग डिकेंस ओन थे ८थ इफ यू'डी लाइक तो जॉइन मे ।,@someUSER for sure .  tough lovers are playing dickens on the 8th if you'd like to join me .,@सोम्यूजर For sure. Tog lovers are playing Dickens on the 8th if you'd like to join me.
burger &amp,बर्गर &एएमपी, blonde friday today @someUSER crows nest $2 . 00 pure blonde with any burger purchase !,Burger & amp
"India aur Pakistan ki Women team ko bahut-bahut badhaiyan , Umeed hai dono teams accha match khelegain . #IndvsPak","इंडिया और पाकिस्तान की वूमेन टीम को बहुत-बहुत बढ़ाईयां , उमीद है डोनो टीम्स अच्छ मैच खेलेगें . #इंडवस्पैक",many congratulations to india and pakistan women team. i hope both teams will play a good match. #IndvsPak,"India and Pakistan women's team were promoted a lot, hopefully both teams will play good matches. #इंडवस्पैक"
sahi kaha bhai.  @_SandSurfer @Singhlicious,सही कहा भाई.  @_सैंडसर्फर @सिंघलिशियस,"truly said, brother @_SandSurfer @Singhlicious",Right said brother. @_सैंडसर्फर @सिंघलिशियस
@balliawalebaba mera pyaar Sagarika hai.. Barkha nahi,@बल्लियावालेबाबा मेरा प्यार सागरिका है.. बरखा नही,@balliawalebaba i love sagarika not barkha,@बल्लियावालेबाबा My love is Sagarika.. not Barkha
@hydbadshah haan bhai @flipkartsupport,@हाइडबैडशाह हाँ भाई @फ्लिपकार्टसपोर्ट,@hydbadshah yes brother @flipkartsupport,@हाइडबैडशाह Yes brother @फ्लिपकार्टसपोर्ट
"Kitne Hafeez out karoge, har pavillion se ek aur Hafeez niklega.","कितने हफीज आउट करोगे, हर पैविलियन से एक और हफीज निकलेगा।","how many hafeez will you out, one more hafeez will get out of each pavilion","How many Hafeez will you get out, one more Hafeez will come out of every pavilion."
1 year since #SurgicalStrikes . Jab humne #Pakistan ko apni pahunch aur unki auqat dikhai thi . #IndianArmy wiping out terrorists in #Kashmir . twitter . com / I 7 LSsNplxQ,१ यर सिंस #सर्जिकलस्ट्राइक्स . जब हमने #पाकिस्तान को अपनी पहुंच और उनकी औकत दिखाई थी . #इंडियानर्मी वाइपिंग आउट टेररिस्ट इन #कश्मीर . ट्विटर . कॉम / आई ७ एलएसएसएनपीएलएक्सक्य,1 year since #SurgicalStrikes. when we showed #Pakistan our reach and their status. #IndianArmy wiping out terrorists in #Kashmir . twitter . com / I 7 LSsNplxQ,1 year since #सर्जिकलस्ट्राइक्स. when we showed #पाकिस्तान our reach and reach. #इंडियानर्मी wiping out terrorist in #कश्मीर. twitter. com / i7LSSNPLXQ
@BloodyKamina sorry sir galti se mistake ho gaya tha.. Shukr manaye aapke paas Kjo nahi bheja,@ब्लडीकामिना सॉरी सिर गलती से मिस्टेक हो गया था.. शुक्र मनाए आपके पास केजेओ नही भेजा,@BloodieCamina Sorry sir was mistaken for an accident .. Thank goodness nobody sent you,"@ब्लडीकामिना sorry sir, i was mistaken. thank you i didn't send you anything"
@Sammypedia Latte mar kar nikalo ussay,@सैमीपीडिया लत्ते मार कर निकालो उस्से,@Sammypedia kick him out,@सैमीपीडिया kick him out.
mummy har time grih-shobha hi pdhti rehtii hai  .  .  .  :p :d,मम्मी हर टाइम गृह-शोभा ही पढ़ती रहती है  .  .  .  :प :डी,mother is all the time reading grih-shobha,mummy always reads home - beauty...
"Paratha time (@ Ahuja No.1 Dhabha in Murthal, Haryana) https://www.swarmapp.com/c/h0F4IVAyJWM ","पराठा टाइम (@ अहुजा नो.१ ढाभा इन मुरथल, हरियाणा) एचटीटीपीएस://डब्ल्यूडब्ल्यूडब्ल्यूडब्ल्यूडब्यूडब्ल्यूडब्यूडब्यूडब्यूडब्ल्यूडब्ल्यूडब्यूडब्ल्ल्यूडब्यूडब्ल्यूडब्यूडब्ल्यूडब्ल्यूडब्ल्यूडब्ल्ल्यूडब्यूडब्यूडब्ल्यूडब्यूडब्यूडब्यूडब्ल्यूडब्ल्यूडब्यूडब्यूडब्यूडब्यूडब्ल.स्वरमप्प.कॉम/सी/ह०एफ४इवायज्वम","paratha time (ahuja no.1 dhabha in murthal, haryana) https://www.swarmapp.com/c/h0F4IVAyJWM ","paratha time (@ ahuja no. 1 dhabha in murthal, haryana) https: / / www. swaramp. com / c / H0F4EYZvm"
@sunnysbluesky lol ashleel hai ye asan,@सन्नीसब्लूस्की लोल अश्लील है ये आसान,@sunnysbluesky laugh out loud this poster is indecent,@सन्नीसब्लूस्की lol this is easy
RT @AamirMeriJaan : @Jammy_PK @JahanurAamir @yganesh0208 @mana_apple wahan bahut logon ke naam hain Jo abuse karte ... not talking abt girls .,आरटी @आमिरमेरिजान : @जैमी_पीके @जहानुरामिर @यज्ञेश०२०८ @माना_एपल वाहन बहुत लोगों के नाम हैं जो एब्यूज करते ... नोट टॉकिंग अब्त गर्ल्स ।,RT @AamirMeriJaan : @Jammy_PK @JahanurAamir @yganesh0208 @mana_apple there are many names here of people who abuse ... not talking about girls .,RT @आमिरमेरिजान: @जैमी_पीके @जहानुरामिर @यज्ञेश0208 @माना_एपल vehicles are names of many people who abuse.. not talking about girls.
High 5 bhai!!,हाई ५ भाई!!,high 5 bhai!!,Hi 5 brother!!
bhai tu delhi aaja.. badiya sasti daaru.. itna badiya khaana... aur yaha har baat pe zingaat bhi nahi chalata koi,भाई टू डेल्ही आजा.. बडिया सस्ती दारू.. इतना बडिया खाना... और याहा हर बात पे ज़िंगाट भी नही चलता कोई,bro just come to delhi.. cheap beer.. good food ... and no one takes out swords for little things here,brother to delhi come.. big cheap wine.. so much food.. and no one even talks about everything.
and then on tuesday &amp,एंड थें ओन ट्यूजडे &एएमपी, wednesday its champions league match day 4 i think ?  ?  or it might be 5 .  . im not sure wooooo hooooo,and then on tuesday and amp
"""Mubarak ho tu chacha ban gaya. Bhai khushi double ho gayi, bitiya hui hai""
 
 Most beautiful line I have heard this year.","""मुबारक हो टू चाचा बन गया. भाई खुशी डबल हो गयी, बिटिया हुई है""
 
 मोस्ट ब्यूटीफुल लाइन आई हेव हर्ड थिस यर.","“congratulations, you became an uncle. the happiness has doubled. i have a daughter now”
 
 most beautiful line I have heard this year.","""Congratulations you have become uncle. brother happiness has doubled, daughter has become daughter"" Most beautiful line I have heard this year."
"RT @abhijix : He : Hi , kaisi hai ? She : Mast , tu bata He : Hmm , tu paragon .. v2406 @bhattkaran83 @iambmane @pg27693 @hbparmar211 http://t.co/cOz","आरटी @अभिजिक्स : हे : ही , कैसी है ? शे : मस्त , टू बता हे : हम्म , टू पैरागन .. व२४०६ @भट्टकरण८३ @आईएमबीमाने @पीजी२७६९३ @एचबीपीएआरमार२११ एचटीटीपी://टी.सीओ/कोज","@abhijix : he : hi, how are you? she : fine, how are you he: hmm, you paragon. v2406 @bhattkaran83 @iambmane @pg27693 @hbparmar211 http://t.co/cOz","RT @अभिजिक्स: hey, how is it? shemast, to tell you hey: hmm, to paragon.. v2406 @भट्टकरण83 @आईएमबीमाने @पीजी27693 @एचबीपीएआरमार211 http: / / t. co / coz"
@kitAnurag shakal ka dosh hai. Mere saath bhi hota hai,@कीटाणुराग शकल का दोष है. मेरे साथ भी होता है,@kitAnurag It is fault of the face. Happens with me too.,@कीटाणुराग Shakal's fault. It happens to me too
"#ModiScaredOfSonia it's not about Modi ji , every citizen of India scared of Sonia ..","#मोडिस्केयरडोफसोनिया इट'एस नोट अबाउट मोदी जी , एवरी सिटीजन ओएफ इंडिया स्केयर्ड ओएफ सोनिया ..","#ModiScaredOfSonia it's not about Modi sir , every citizen of India scared of Sonia ..","#मोडिस्केयरडोफसोनिया It's not about Modi ji, every citizen of India scared of Sonia.."
haha true .  .  .  . wo 4 games hi bar bar repeat hote the .  .,हाहा ट्रू .  .  .  . वो ४ गेम्स ही बार बार रिपीट होते थे .  ।,haha true .  .  .  . wo 4 games hi bar bar repeat hote the .  .,haha true.. those 4 games were repeated again and again.
Kuch bhi ho is baar Patakhe hum hi fodege ! Watch the new #Mauka TVC by @StarSportsIndia #IndvsSA http://t.co/zwNsKvQ0Cs,कुच भी हो इस बार पटाखे हम ही फोड़ेगे ! वॉच थे न्यू #मौका टीवीसी बी @स्टारस्पोर्टसिंडिया #इंडवासा एचटीटीपी://टी.सीओ/ज़्वानस्क्वीक०सीएस,"whatever happens, we will burst firecrackers this time! watch the new #Mauka tvc by @StarSportsIndia #IndvsSA",no matter what happens this time we will burst crackers! watch the new #मौका tvc b @स्टारस्पोर्टसिंडिया #इंडवासा http: / / t. co / ZvansQQQQc0cs
"@witchybitchygal ""Ye dharti meri meme hai meme"" @Atheist_Krishnapic.twitter.com/scVhuxg7YG","@विचीबिचीगल ""ये धरती मेरी मेमे है मेमे"" @एथीस्ट_कृष्णपिक.ट्विटर.कॉम/स्क्वहक्सग७याग","@witchybitchygal ""this earth is my meme"" @Atheist_Krishna picture : twitter.com/scVhuxg7YG","@विचीबिचीगल ""This land is my meme"" @ एथीस्ट_कृष्णपिक.ट्विटर.कॉम/स्क्वहक्सग7याग"
@witchybitchygal hahahaa.. Supari ka zamana gaya.. Ab log sushi lete hai,@विचीबिचीगल हहहा.. सुपारी का जमाना गया.. अब लोग सुशी लेते है,@VichyBitchGal hahaha .. betel nut time gone .. now people take sushi,@विचीबिचीगल Haha.. the era of supari is over.. now people take sushi
"Aloha Kriti , what's the secret behind your beautiful Aakriti ?? #AskKriti @kritisanon","अलोहा कृति , व्हाट'एस थे सीक्रेट बिहाइंड यूर ब्यूटीफुल आकृति ?? #अस्कृति @कृतिसनों","aloha Kriti , what's the secret behind your beautiful shape ?? #AskKriti @kritisanon","Aloha Kriti, what's the secret behind your beautiful figure?? #अस्कृति @कृतिसनों"
@bhaiyyajispeaks haha.. Haath dho kar aana bhaiyya ji ,@भैय्याजिस्पीक्स हाहा.. हाथ धो कर आना भैय्या जी,) @Atheist_Krishna,@भैय्याजिस्पीक्स haha.. wash your hands brother
arianators please help me .i'm a girl who's body is very sore and just asking for ariana &amp,एरिएनेटर्स प्लीज हेल्प मे .आई'एम आ गर्ल व्हो'एस बॉडी इस वेरी सोरे एंड जस्ट आस्किंग फोर एरियाना &एएमपी, jennette's goodluck for tomorrow .please :(,arianators please help me. i'm a girl who's body is very sore and just asking for ariana and amp
"income base pr quota  ?  ?  ?  ?  i thnk quota systm to hona hi ni chaiye  ,  students ko unki abilities ke base pr admission milna chaiye","इनकम बसे पीआर कोटा  ?  ?  ?  ?  आई ठंक कोटा सिस्टम तो होना ही नी चैये  ,  स्टूडेंट्स को उनकी एबिलिटीज के बसे पीआर एडमिशन मिलना चैये","quota based on income? i thnk quota system should not be there, students should get admission based on their abilities.","income based on pr quota??? i think there should be a quota system, students should get admission based on their abilities"
last years project churao dusting karo naya naam likho jama karo ache number pao ! ! aur haan ghar se project ke paise lena mat bhoolo ! ! !,लास्ट यर्स प्रोजेक्ट चुराओ डस्टिंग करो नया नाम लिखो जमा करो अचे नंबर पाओ ! ! और हाँ घर से प्रोजेक्ट के पैसे लेना मत भूलो ! ! !,last year's steal the project do dusting write a new name collect it get goo numbers !! and don't forget to get the project money from home.,last years project steal dusting write new name submit get same number!! and yes don't forget to take project money from home
"Hum to Aam Aadmi hain ji, woh Megalomaniac haipic.twitter.com/8KKhjRtSzQ","हम तो आम आदमी हैं जी, वोह मेगालोमैनियाक हैपिक.ट्विटर.कॉम/८ख्खजर्त्सज़्क","we are just common man, he is a Megalomaniac picture : twitter.com/8KKhjRtSzQ","We are common man, he is megalomaniac हैपिक.ट्विटर.कॉम/8ख्खजर्त्सज़्क"
ye pm jhoontha hai .  .  .  kisi angle se honrable nahin hai .  .  .,ये पीम झूंठा है .  .  .  किसी एंगल से हॉनरेबल नहीं है .  .  ।,this pm is liar .  .  .  no way he is honorable .  .  .,This peem is fake.. it is not honourable from any angle..
@akshaykanitkar nahi bhai Gujarat@BabaBakChod,@अक्षयकानितकार नही भाई गुजरात@बाबाबकचोड़,"@akshaykanitkar no man, gujarat @BabaBakChod",@अक्षयकानितकार no brother gujarat @बाबाबकचोड़
koi aur kaam dhandha nhi hai?kal monday hai :p,कोई और काम धंधा नही है?कल मंडे है :प,don't you have any other job? tommorow is monday,is there any other work? tomorrow is monday
Mujhe dar lag raha hai.,मुझे दर लग रहा है।,i am feeling scary.,I am feeling bad.
Keerthi ! lets open a NGO together ! toote dil ke marezon ke liyea,कीर्ति ! लेट्स ओपन आ न्गो टोगेदर ! टूटे दिल के मरेज़ों के लिया,Keerthi ! lets open a NGO together ! for the heartbroken patients.,Keerthi! Let's open our eyes together!
lagta h aap c offer mila h kya ?,लगता ह आप सी ऑफर मिला ह क्या ?,you seem to have received mutual offer?,Do you think you got an offer?
bhavya solanki you'd love such schools than ours xd,भव्य सोलंकी यू'डी लव सुच स्कूल्स थान औरस एक्सडी,"Bhavya solanki, You would love such schools than that of ours",Bhavya Solanki you'd love such schools then aurs xD
":-D Woh bhi ek mein 5, ek-ek driver ke left aur right mein",":-डी वोह भी एक में ५, एक-एक ड्राइवर के लेफ्ट और राइट में",":-D That also five in one, one left to each driver and one to the right",": - d that too 5 in one, one each in driver's left and right"
photos: rihanna crowned carnaval queen: pop superstar visited the greystone manor supperclub wednesday night and was .  .  .  http/URL,फोटोस: रिहाना क्राउंड कार्नावल क्वीन: पॉप सुपरस्टार विजिटेड थे ग्रेस्टोन मनोर सुपरक्लब वेडनेसडे नाइट एंड वास .  .  .  एचटीटीपी/उर्ल,photos: rihanna crowned carnaval queen: pop superstar visited the greystone manor supperclub wednesday night.,Photos: Rihanna Crowned Carnaval Queen: Pop Superstar Visited the Greystone Manor Superclub Wednesday Night and Was... http / URL
those days .  .  . mario ki battakh pe uchal uchal ke khub life bnai mene,ठोसे डेज .  .  . मारियो की बत्तख पे उचल उचल के खूब लाइफ बनाई मेने,those days…I lived life by making mario’s duck jump,Thosay days.. i made a lot of life by lifting mario's duck.
#SamajwadiParty se #Gathbandhan to kar liya unhone ....,#समाजवादीपार्टी से #गठबंधन तो कर लिया उन्होंने ....,They made #SamajwadiParty in #Gathbandhan ....,#समाजवादीपार्टी from #गठबंधन so they did...
10 number ke per mein 7 number ka joota ghusaya hai aisa lag raha hai.https://twitter.com/iPoonampandey/status/599596079781253120 …,१० नंबर के पेर में ७ नंबर का जूता घुसाया है एआईएसए लग रहा है.एचटीटीपीएस://ट्विटर.कॉम/इपूनामपांडे/स्टेटस/५९९५९६०७९७८१२५३१२० …,it looks like someone has  put a 10 sized shoe into their 7 sized feet .https://twitter.com/iPoonampandey/status/599596079781253120 …,I have inserted a shoe of number 7 in the pair of number 10. It looks like है.एचटीटीपीएस: / / twitter. com / iPoonamPande / status / 599596079781253120...
@friendlii_ghost Sarfaroshi ki tamanna ab hamare dil me hai,@फ्रेंडली_घोस्ट सरफरोशी की तमन्ना अब हमारे दिल मे है,@friendlii_ghost Sarfaroshi's wish is in our hearts now,@फ्रेंडली_घोस्ट The desire for Sarfaroshi is now in our hearts
@zoomphatak audio kharab hai,@ज़ूमफटक ऑडियो खराब है,@zoomphatak audio is bad.,@ज़ूमफटक audio is bad
"@SrBachchan aap hamesha university ke bahar ke halat se rubaru karwate hain , university ke bheetar bhi Jana hota tha ?","@सरबच्चन आप हमेशा यूनिवर्सिटी के बाहर के हलत से रूबारू करवाते हैं , यूनिवर्सिटी के भीतर भी जाना होता था ?","@Sarbuchan You always get the situation outside the university, had to go inside the university too?","@सरबच्चन You always get rid of the situation outside the university, did you have to go inside the university?"
@pillya @happlyunmarried satya vachhan!,@पिल्ल्या @हैप्ल्यूनमैरिड सत्य वच्चन!,@pillya @happlyunmarried satya vachhan!,@पिल्ल्या @हैप्ल्यूनमैरिड Satya Vachan!
@iamGunjanGrunge Bhai tu kaha hai bata.. Mein aa jata hu,@इयामगुंजांगरुंगे भाई टू कहा है बता.. में आ जाता हू,@iamGunjanGrunge bro tell me where are you.. i will come,@इयामगुंजांगरुंगे Tell me where you are. I will come.
"Hamein ek nek, sushil aur achhe gahr kki bahu chahiye.

*Hamara ladka chahe kitna bhi haramkhor ho*

#IndianFamilies","हमें एक नेक, सुशील और अछे गहर केकेआई बहु चाहिए.

*हमारा लड़का चाहे कितना भी हरामखोर हो*

#इंडियनफैमिलीज",we need a bride from a good family. *even though our son is useless* #Indian Families,"We want a good, decent and good groom. * no matter how much our boy is a haraamkhor * #इंडियनफैमिलीज"
@aniket51082 ye to yahi batayenge :) @bhuvanrajora,@अनिकेत५१०८२ ये तो यही बताएंगे :) @भुवनराजोरा,@aniket51082 only he will tell you that @bhuvanrajora,@अनिकेत51082 this is what they will tell you:) @भुवनराजोरा
"going to 3mph: a woman's walk around the  .  .  .  at chautauqua community house on mon ,  nov 12 http/URL","गोइंग तो ३म्प: आ वुमन'एस वॉक अराउंड थे  .  .  .  एट चौतौका कम्युनिटी हाउस ओन मोन ,  नोव १२ एचटीटीपी/उर्ल","going to 3mph: a woman's walk around the  .  .  .  at chautauqua community house on mon ,  nov 12 http/URL","Going to 3mp: a woman's walk around the.. at Chautauqua Community House on Mon, Nov 12 http / URL"
MITRON.. Taj Mahal se mera puraana naata hai.. Mein apne grahako ko sirf Taj Mahal chai pilaata tha..https://twitter.com/ANI_news/status/800274552144019456 …,मित्रों.. ताज महल से मेरा पुराना नाता है.. में अपने ग्राहको को सिर्फ ताज महल चाई पिलाता था..एचटीटीपीएस://ट्विटर.कॉम/आनी_न्यूज/स्टेटस/८००२७४५५२१४४०१९४५६ …,Friends..  I have some old relation withTaj Mahal .. I only serve Taj Mahal tea to my customers..https://twitter.com/ANI_news/status/800274552144019456 …,"Friends, I have an old relationship with the Taj Mahal.. I used to serve only Taj Mahal tea to my customers.. https: / / twitter. com / Annie _ News / status / 800274552144019456..."
salman aapne 3:30 bola tha,सलमान आपने ३:३० बोला था,salman you told about 3:30,salman you said 3: 30
.@JhaSanjay bhai tera bhi Vodafone ??,.@झसंजय भाई तेरा भी वोडाफोन ??,@JhaSanjay you also have vodafone ?,. @झसंजय brother your also Vodafone??
@scaryhairyman lol maine kal kiya aur aaj repeat kiya,@स्केरीहेरीमैन लोल मैने कल किया और आज रिपीट किया,"@scaryhairyman laughing out loud, i did it yesterday and repeated today.",@स्केरीहेरीमैन lol i did yesterday and repeated today
acting nahi bas nautanki karwa lo is se .,एक्टिंग नही बस नौटंकी करवा लो इस से ।,make him do gimmick not acting.,"Don't act, just do nautanki with this."
bhai paka mat.. @TrollKejri Ka mukabla nahi kar paega tu @RoflGandhi_,भाई पका मत.. @ट्रोलकेजरी का मुकाबला नही कर पाएगा टू @रोफलगांधी_,brother don't make me bored. you won't able to compete with @TrollKejri  @RoflGandhi_,brother don't cook.. you won't be able to compete with @ट्रोलकेजरी
agar woldcup jitna h na to ..sehwag aur yuvi ko bulale team me,अगर वोल्डकप जितना ह ना तो ..सहवाग और युवी को बुलाले टीम मे,"if you wan't to win the workcup, then can sehwag and yuvraj in the team.",If woldcup is not enough.. call sehwag and yuvi in the team
So #ArnabSlapsSagarika becomes #1 trend. Is desh ka kuchh nahi ho sakta.,सो #अर्नाबस्लाप्ससागरिका बिकम्स #१ ट्रेंड. इस देश का कुछ नही हो सकता।,so #ArnabSlapsSagarika becomes number 1 trending. this country is going nowhere.,So #अर्नाबस्लाप्ससागरिका becomes #1 trend. nothing can happen to this country.
bkwas .  dhela ni jitna .,बकवास .  ढेला नी जितना ।,"rubbish, as much as new",Fuck. Dhela ne jita.
.@ANI_news bhai thode achche camere khareed lo,.@आनी_न्यूज भाई थोड़े अच्छे कैमरे खरीद लो,@ANI_news you should purchase some better cameras brother.,. @आनी_न्यूज brother buy some good cameras.
